brand,category,condition,countryOfManufacture,dataType,description,listingType,media,name,productCategory,shoe,shortDescription,tickerSymbol,title,traits,urlKey,year,market,_tags
Panini,Trading Cards Sealed Boxes,New,US,product,"For the first time in 2020 Panini Football is introducing Mosaic as a stand alone set. The Panini Mosaic Football Mega Box comes with 4 cards per pack and 10 packs per box. Within the box you can find Silver and Mosaic football parallels. Included on the Mosaic base set checklist are Panini football rookie cards for Joe Burrow, Tua Tagovailoa, Chase Young, D’Andre Swift, Justin Herbert, Jordan Love, and many more! And now look for these same rookies in Panini Football's most anticipated retail release 2020 <a href=""https://stockx.com/2020-panini-prizm-football-target-mega-box"">Panini Prizm Football!</a> ",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-40-ct-Mega-Box.jpeg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932987', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-40-ct-Mega-Box.jpeg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932987', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Mosaic-Football-40-ct-Mega-Box.jpeg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932987', 'gallery': [], 'hidden': False}",Football 40 ct. Mega Box,collectibles,Panini Football 40 ct. Mega Box,2020-Panini-Mosaic-Football-40-ct-Mega-Box,PN-2PMF4cMB20,2020 Panini Mosaic Football 40 ct. Mega Box,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-mosaic-football-40-ct-mega-box,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '322de3f6-52c7-4764-a716-896f56c14b51', 'lowestAsk': 128, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 32, 'hasAsks': 1, 'salesThisPeriod': 6, 'salesLastPeriod': 0, 'highestBid': 120, 'highestBidSize': '', 'numberOfBids': 20, 'hasBids': 1, 'annualHigh': 165, 'annualLow': 85, 'deadstockRangeLow': 122, 'deadstockRangeHigh': 136, 'volatility': 0.053178, 'deadstockSold': 449, 'pricePremium': 0, 'averageDeadstockPrice': 108, 'lastSale': 129, 'lastSaleSize': '', 'salesLast72Hours': 6, 'changeValue': 9, 'changePercentage': 0.072181, 'absChangePercentage': 0.072181, 'totalDollars': 48515, 'lastLowestAskTime': 1608610455, 'lastHighestBidTime': 1608545671, 'lastSaleDate': '2020-12-22T01:53:03+00:00', 'createdAt': '2020-09-23T22:28:23+00:00', 'updatedAt': 1608610455, 'deadstockSoldRank': 49, 'pricePremiumRank': 72, 'averageDeadstockPriceRank': 23, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', '2020', 'football']"
Pokemon,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Pokemon-Sun-Moon-115-Hidden-Fates-GX-Box-Raichu-GX.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932278', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Pokemon-Sun-Moon-115-Hidden-Fates-GX-Box-Raichu-GX.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932278', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Pokemon-Sun-Moon-115-Hidden-Fates-GX-Box-Raichu-GX.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606932278', 'gallery': [], 'hidden': False}",Hidden Fates GX Box Raichu GX,collectibles,Pokemon Hidden Fates GX Box Raichu GX,2020-Pokemon-Sun-Moon-115-Hidden-Fates-GX-Box-Raichu-GX,P-2PSM1HFGB2,2020 Pokemon Sun & Moon 11.5 Hidden Fates GX Box Raichu GX,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-pokemon-sun-moon-115-hidden-fates-gx-box-raichu-gx,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '3f649421-9067-4d21-bff1-d68482dd5f36', 'lowestAsk': 35, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 14, 'hasAsks': 1, 'salesThisPeriod': 6, 'salesLastPeriod': 0, 'highestBid': 33, 'highestBidSize': '', 'numberOfBids': 29, 'hasBids': 1, 'annualHigh': 51, 'annualLow': 25, 'deadstockRangeLow': 33, 'deadstockRangeHigh': 37, 'volatility': 0.058775, 'deadstockSold': 171, 'pricePremium': 0, 'averageDeadstockPrice': 34, 'lastSale': 35, 'lastSaleSize': '', 'salesLast72Hours': 6, 'changeValue': 0, 'changePercentage': 0, 'absChangePercentage': 0, 'totalDollars': 5828, 'lastLowestAskTime': 1608697897, 'lastHighestBidTime': 1608639328, 'lastSaleDate': '2020-12-23T04:29:58+00:00', 'createdAt': '2020-09-27T01:23:49+00:00', 'updatedAt': 1608715501, 'deadstockSoldRank': 86, 'pricePremiumRank': 96, 'averageDeadstockPriceRank': 32, 'featured': 0}","['collectibles', 'pokemon', 'trading cards', 'sealed boxes', '2020', 'pokemon']"
Panini,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Contenders-Draft-Picks-Basketball-Blaster-Box-4x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933720', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Contenders-Draft-Picks-Basketball-Blaster-Box-4x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933720', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Contenders-Draft-Picks-Basketball-Blaster-Box-4x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933720', 'gallery': [], 'hidden': False}",Basketball Blaster Box 4x Lot,collectibles,Panini Basketball Blaster Box 4x Lot,2020-Panini-Contenders-Draft-Picks-Basketball-Blaster-Box-4x-Lot,PN-2PCDPBBB4L20,2020 Panini Contenders Draft Picks Basketball Blaster Box 4x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-contenders-draft-picks-basketball-blaster-box-4x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '477e13ef-9c17-46ee-afa5-8aa477a43ad7', 'lowestAsk': 105, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 14, 'hasAsks': 1, 'salesThisPeriod': 6, 'salesLastPeriod': 0, 'highestBid': 87, 'highestBidSize': '', 'numberOfBids': 8, 'hasBids': 1, 'annualHigh': 156, 'annualLow': 85, 'deadstockRangeLow': 100, 'deadstockRangeHigh': 132, 'volatility': 0.137264, 'deadstockSold': 148, 'pricePremium': 0, 'averageDeadstockPrice': 104, 'lastSale': 116, 'lastSaleSize': '', 'salesLast72Hours': 6, 'changeValue': 9, 'changePercentage': 0.074167, 'absChangePercentage': 0.074167, 'totalDollars': 15336, 'lastLowestAskTime': 1608683558, 'lastHighestBidTime': 1608635570, 'lastSaleDate': '2020-12-23T00:05:31+00:00', 'createdAt': '2020-10-30T16:49:25+00:00', 'updatedAt': 1608683560, 'deadstockSoldRank': 43, 'pricePremiumRank': 41, 'averageDeadstockPriceRank': 53, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes']"
Panini,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Absolute-Football-Blaster-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933561', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Absolute-Football-Blaster-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933561', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Absolute-Football-Blaster-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933561', 'gallery': [], 'hidden': False}",Football Blaster Box 2x Lot,collectibles,Panini Football Blaster Box 2x Lot,2020-Panini-Absolute-Football-Blaster-Box-2x-Lot,PN-2PAFBB2L20,2020 Panini Absolute Football Blaster Box 2x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-absolute-football-blaster-box-2x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '6c3769c9-8397-465e-8f42-77203efe490b', 'lowestAsk': 54, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 13, 'hasAsks': 1, 'salesThisPeriod': 6, 'salesLastPeriod': 0, 'highestBid': 47, 'highestBidSize': '', 'numberOfBids': 15, 'hasBids': 1, 'annualHigh': 118, 'annualLow': 42, 'deadstockRangeLow': 54, 'deadstockRangeHigh': 59, 'volatility': 0.039137, 'deadstockSold': 144, 'pricePremium': 0, 'averageDeadstockPrice': 54, 'lastSale': 57, 'lastSaleSize': '', 'salesLast72Hours': 6, 'changeValue': 1, 'changePercentage': 0.011804, 'absChangePercentage': 0.011804, 'totalDollars': 7715, 'lastLowestAskTime': 1608690128, 'lastHighestBidTime': 1608638622, 'lastSaleDate': '2020-12-23T05:08:27+00:00', 'createdAt': '2020-10-23T20:23:14+00:00', 'updatedAt': 1608713211, 'deadstockSoldRank': 67, 'pricePremiumRank': 44, 'averageDeadstockPriceRank': 41, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes']"
Panini,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Contenders-Draft-Picks-Basketball-Blaster-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933708', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Contenders-Draft-Picks-Basketball-Blaster-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933708', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Contenders-Draft-Picks-Basketball-Blaster-Box-2x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933708', 'gallery': [], 'hidden': False}",Basketball Blaster Box 2x Lot,collectibles,Panini Basketball Blaster Box 2x Lot,2020-Panini-Contenders-Draft-Picks-Basketball-Blaster-Box-2x-Lot,PN-2PCDPBBB2L20,2020 Panini Contenders Draft Picks Basketball Blaster Box 2x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-contenders-draft-picks-basketball-blaster-box-2x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '8b9d250d-2314-4a7e-955f-6a322eff4862', 'lowestAsk': 60, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 13, 'hasAsks': 1, 'salesThisPeriod': 6, 'salesLastPeriod': 0, 'highestBid': 46, 'highestBidSize': '', 'numberOfBids': 7, 'hasBids': 1, 'annualHigh': 84, 'annualLow': 45, 'deadstockRangeLow': 36, 'deadstockRangeHigh': 54, 'volatility': 0.192668, 'deadstockSold': 131, 'pricePremium': 0, 'averageDeadstockPrice': 57, 'lastSale': 45, 'lastSaleSize': '', 'salesLast72Hours': 6, 'changeValue': -21, 'changePercentage': -0.328088, 'absChangePercentage': 0.328088, 'totalDollars': 7433, 'lastLowestAskTime': 1608682516, 'lastHighestBidTime': 1608639928, 'lastSaleDate': '2020-12-23T00:20:14+00:00', 'createdAt': '2020-10-30T16:49:25+00:00', 'updatedAt': 1608726972, 'deadstockSoldRank': 10, 'pricePremiumRank': 2, 'averageDeadstockPriceRank': 67, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes']"
Pokemon TCG,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Pokemon-TCG-Small-But-Mighty-Premium-Collection.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606934070', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Pokemon-TCG-Small-But-Mighty-Premium-Collection.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606934070', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Pokemon-TCG-Small-But-Mighty-Premium-Collection.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606934070', 'gallery': [], 'hidden': False}",Premium Collection,collectibles,Pokemon TCG Premium Collection,2020-Pokemon-TCG-Small-But-Mighty-Premium-Collection,PTCG-2PTSBMPC20,2020 Pokemon TCG Small But Mighty Premium Collection,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-pokemon-tcg-small-but-mighty-premium-collection,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '4cab3bb3-a54c-44f3-aa87-65328b8dab60', 'lowestAsk': 49, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 21, 'hasAsks': 1, 'salesThisPeriod': 6, 'salesLastPeriod': 0, 'highestBid': 42, 'highestBidSize': '', 'numberOfBids': 13, 'hasBids': 1, 'annualHigh': 72, 'annualLow': 35, 'deadstockRangeLow': 47, 'deadstockRangeHigh': 58, 'volatility': 0.103052, 'deadstockSold': 86, 'pricePremium': 0, 'averageDeadstockPrice': 52, 'lastSale': 53, 'lastSaleSize': '', 'salesLast72Hours': 6, 'changeValue': -1, 'changePercentage': -0.022726, 'absChangePercentage': 0.022726, 'totalDollars': 4515, 'lastLowestAskTime': 1608652183, 'lastHighestBidTime': 1608732315, 'lastSaleDate': '2020-12-22T17:39:51+00:00', 'createdAt': '2020-11-04T20:05:01+00:00', 'updatedAt': 1608732315, 'deadstockSoldRank': 25, 'pricePremiumRank': 2, 'averageDeadstockPriceRank': 11, 'featured': 0}","['collectibles', 'pokemon tcg', 'trading cards', 'sealed boxes']"
Panini,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Draft-Picks-Basketball-Mega-Box-Red-Ice-Parallels-4x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605920645', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Draft-Picks-Basketball-Mega-Box-Red-Ice-Parallels-4x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605920645', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Draft-Picks-Basketball-Mega-Box-Red-Ice-Parallels-4x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605920645', 'gallery': [], 'hidden': False}",Basketball Mega Box (Red Ice Parallels) 4x Lot,collectibles,Panini Basketball Mega Box (Red Ice Parallels) 4x Lot,2020-Panini-Prizm-Draft-Picks-Basketball-Mega-Box-Red-Ice-Parallels-4x-Lot,PN-2PPDPBMB,2020 Panini Prizm Draft Picks Basketball Mega Box (Red Ice Parallels) 4x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-prizm-draft-picks-basketball-mega-box-red-ice-parallels-4x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'f2418c31-a8fb-4b55-9cad-08a057db5330', 'lowestAsk': 211, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 18, 'hasAsks': 1, 'salesThisPeriod': 6, 'salesLastPeriod': 0, 'highestBid': 193, 'highestBidSize': '', 'numberOfBids': 12, 'hasBids': 1, 'annualHigh': 290, 'annualLow': 192, 'deadstockRangeLow': 195, 'deadstockRangeHigh': 213, 'volatility': 0.045934, 'deadstockSold': 75, 'pricePremium': 0, 'averageDeadstockPrice': 214, 'lastSale': 204, 'lastSaleSize': '', 'salesLast72Hours': 6, 'changeValue': 4, 'changePercentage': 0.02, 'absChangePercentage': 0.02, 'totalDollars': 16072, 'lastLowestAskTime': 1608650832, 'lastHighestBidTime': 1608668506, 'lastSaleDate': '2020-12-23T00:05:41+00:00', 'createdAt': '2020-11-21T01:04:06+00:00', 'updatedAt': 1608717702, 'deadstockSoldRank': 20, 'pricePremiumRank': 61, 'averageDeadstockPriceRank': 91, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', '2020', 'baksetball']"
Panini,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Draft-Picks-Basketball-Mega-Box-Red-Ice-Parallels-2x-Lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605920637', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Draft-Picks-Basketball-Mega-Box-Red-Ice-Parallels-2x-Lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605920637', 'thumbUrl': 'https://stockx.imgix.net/images/2020-Panini-Prizm-Draft-Picks-Basketball-Mega-Box-Red-Ice-Parallels-2x-Lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605920637', 'gallery': [], 'hidden': False}",Basketball Mega Box (Red Ice Parallels) 2x Lot,collectibles,Panini Basketball Mega Box (Red Ice Parallels) 2x Lot,2020-Panini-Prizm-Draft-Picks-Basketball-Mega-Box-Red-Ice-Parallels-2x-Lot,PN-2PPDPBMBI2,2020 Panini Prizm Draft Picks Basketball Mega Box (Red Ice Parallels) 2x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-prizm-draft-picks-basketball-mega-box-red-ice-parallels-2x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'b9bde8bb-d1f5-41be-a31c-db810c9ad2af', 'lowestAsk': 102, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 24, 'hasAsks': 1, 'salesThisPeriod': 6, 'salesLastPeriod': 0, 'highestBid': 90, 'highestBidSize': '', 'numberOfBids': 6, 'hasBids': 1, 'annualHigh': 142, 'annualLow': 90, 'deadstockRangeLow': 104, 'deadstockRangeHigh': 128, 'volatility': 0.103307, 'deadstockSold': 59, 'pricePremium': 0, 'averageDeadstockPrice': 106, 'lastSale': 116, 'lastSaleSize': '', 'salesLast72Hours': 6, 'changeValue': 15, 'changePercentage': 0.137353, 'absChangePercentage': 0.137353, 'totalDollars': 6263, 'lastLowestAskTime': 1608683649, 'lastHighestBidTime': 1608668459, 'lastSaleDate': '2020-12-22T19:46:40+00:00', 'createdAt': '2020-11-21T01:03:57+00:00', 'updatedAt': 1608733201, 'deadstockSoldRank': 84, 'pricePremiumRank': 62, 'averageDeadstockPriceRank': 31, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', '2020', 'baksetball']"
Pokemon TCG,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2018-Pokemon-TCG-Evolution-Celebration-Tin-Leafeon-GX-Glaceon-GX-Sylveon-Gx-Lot.jpeg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933654', 'smallImageUrl': 'https://stockx.imgix.net/images/2018-Pokemon-TCG-Evolution-Celebration-Tin-Leafeon-GX-Glaceon-GX-Sylveon-Gx-Lot.jpeg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933654', 'thumbUrl': 'https://stockx.imgix.net/images/2018-Pokemon-TCG-Evolution-Celebration-Tin-Leafeon-GX-Glaceon-GX-Sylveon-Gx-Lot.jpeg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933654', 'gallery': [], 'hidden': False}",Leafeon GX/Glaceon GX/Sylveon Gx Lot,collectibles,Pokemon TCG Leafeon GX/Glaceon GX/Sylveon Gx Lot,2018-Pokemon-TCG-Evolution-Celebration-Tin-Leafeon-GX-Glaceon-GX-Sylveon-Gx-Lot,\PTCG-2PTECTLGG,2018 Pokemon TCG Evolution Celebration Tin Leafeon GX/Glaceon GX/Sylveon Gx Lot,"[{'name': 'Year', 'value': '2018', 'filterable': False, 'visible': True, 'highlight': False}]",2018-pokemon-tcg-evolution-celebration-tin-leafeon-gx-glaceon-gx-sylveon-gx-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': 'fb0005d4-f020-4d56-bb91-a0a288ffaf56', 'lowestAsk': 44, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 53, 'hasAsks': 1, 'salesThisPeriod': 6, 'salesLastPeriod': 0, 'highestBid': 40, 'highestBidSize': '', 'numberOfBids': 12, 'hasBids': 1, 'annualHigh': 80, 'annualLow': 34, 'deadstockRangeLow': 34, 'deadstockRangeHigh': 42, 'volatility': 0.112134, 'deadstockSold': 58, 'pricePremium': 0, 'averageDeadstockPrice': 49, 'lastSale': 38, 'lastSaleSize': '', 'salesLast72Hours': 6, 'changeValue': -4, 'changePercentage': -0.095238, 'absChangePercentage': 0.095238, 'totalDollars': 2821, 'lastLowestAskTime': 1608663221, 'lastHighestBidTime': 1608668510, 'lastSaleDate': '2020-12-22T18:54:01+00:00', 'createdAt': '2020-10-06T21:52:33+00:00', 'updatedAt': 1608668641, 'deadstockSoldRank': 42, 'pricePremiumRank': 7, 'averageDeadstockPriceRank': 50, 'featured': 0}","['collectibles', 'pokemon tcg', 'trading cards', 'sealed boxes', 'pokemon']"
Panini,Trading Cards Sealed Boxes,New,US,product,,standard,"{'imageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Prizm-Basketball-Target-Mega-Box.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933075', 'smallImageUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Prizm-Basketball-Target-Mega-Box.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933075', 'thumbUrl': 'https://stockx.imgix.net/images/2019-20-Panini-Prizm-Basketball-Target-Mega-Box.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606933075', 'gallery': [], 'hidden': False}",Basketball Target Mega Box,collectibles,Panini Basketball Target Mega Box,2019-20-Panini-Prizm-Basketball-Target-Mega-Box,PN-2PPBTMB20,2019-20 Panini Prizm Basketball Target Mega Box,"[{'name': 'Year', 'value': '2019-20', 'filterable': False, 'visible': True, 'highlight': False}]",2019-20-panini-prizm-basketball-target-mega-box,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '1546ab0a-1927-4f85-bf28-76c84a7e52a3', 'lowestAsk': 950, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 4, 'hasAsks': 1, 'salesThisPeriod': 6, 'salesLastPeriod': 0, 'highestBid': 770, 'highestBidSize': '', 'numberOfBids': 16, 'hasBids': 1, 'annualHigh': 845, 'annualLow': 245, 'deadstockRangeLow': 772, 'deadstockRangeHigh': 918, 'volatility': 0.086845, 'deadstockSold': 45, 'pricePremium': 0, 'averageDeadstockPrice': 537, 'lastSale': 845, 'lastSaleSize': '', 'salesLast72Hours': 6, 'changeValue': 45, 'changePercentage': 0.05625, 'absChangePercentage': 0.05625, 'totalDollars': 24180, 'lastLowestAskTime': 1608579734, 'lastHighestBidTime': 1608717894, 'lastSaleDate': '2020-12-21T21:42:41+00:00', 'createdAt': '2020-05-15T18:32:47+00:00', 'updatedAt': 1608717894, 'deadstockSoldRank': 48, 'pricePremiumRank': 17, 'averageDeadstockPriceRank': 11, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', 'basketball', '2019']"
Panini,Trading Cards Sealed Boxes,New,US,product,"The 2020 Panini Prizm Football Wal-Mart Hanger Box comes with 20 cards per box. In each 2020 Prizm Football Wal-Mart Hanger Box you can find 4 Red Ice Prizms, 1 Green or Silver Prizm, 1 Rookie and 1 Insert on average. 2020 Panini Prizm Football released in November 2020. Included on the checklist are the Panini Prizm Football rookie cards for Joe Burrow, Tua Tagovailoa, Chase Young, D’Andre Swift, Justin Herbert, Jordan Love, and many more!",standard,"{'imageUrl': 'https://stockx.imgix.net/images/2020-panini-prizm-football-wal-mart-hanger-box-6x-lot.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606853742', 'smallImageUrl': 'https://stockx.imgix.net/images/2020-panini-prizm-football-wal-mart-hanger-box-6x-lot.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606853742', 'thumbUrl': 'https://stockx.imgix.net/images/2020-panini-prizm-football-wal-mart-hanger-box-6x-lot.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606853742', 'gallery': [], 'hidden': False}",Football Hanger Box 20 ct Red Ice 6x Lot,collectibles,Panini Football Hanger Box 20 ct Red Ice 6x Lot,2020-Panini-Prizm-Football-Wal-Mart-Hanger-Box-6x-Lot,PN-2PPFWHB6L20,2020 Panini Prizm Football Hanger Box 20 ct Red Ice 6x Lot,"[{'name': 'Year', 'value': '2020', 'filterable': False, 'visible': True, 'highlight': False}]",2020-panini-prizm-football-wal-mart-hanger-box-6x-lot,0,"{'productId': 0, 'skuUuid': '', 'productUuid': '7b2d1808-6ff5-4485-8c7e-8688040549e4', 'lowestAsk': 245, 'lowestAskSize': '', 'parentLowestAsk': 0, 'numberOfAsks': 9, 'hasAsks': 1, 'salesThisPeriod': 6, 'salesLastPeriod': 0, 'highestBid': 211, 'highestBidSize': '', 'numberOfBids': 8, 'hasBids': 1, 'annualHigh': 360, 'annualLow': 225, 'deadstockRangeLow': 214, 'deadstockRangeHigh': 238, 'volatility': 0.053285, 'deadstockSold': 37, 'pricePremium': 0, 'averageDeadstockPrice': 258, 'lastSale': 226, 'lastSaleSize': '', 'salesLast72Hours': 6, 'changeValue': -24, 'changePercentage': -0.096, 'absChangePercentage': 0.096, 'totalDollars': 9536, 'lastLowestAskTime': 1608669237, 'lastHighestBidTime': 1608668141, 'lastSaleDate': '2020-12-22T13:53:25+00:00', 'createdAt': '2020-11-04T20:05:04+00:00', 'updatedAt': 1608679388, 'deadstockSoldRank': 45, 'pricePremiumRank': 71, 'averageDeadstockPriceRank': 96, 'featured': 0}","['collectibles', 'panini', 'trading cards', 'sealed boxes', '2020', 'football']"
